dataset_source,species,breed,age_years,weight_kg,body_temp_c,symptoms,outcome_diagnosis
Clinical,Cat,Mixed Breed,13.7,4.2,,"Fever, Rhinorrhea, Coughing, Sneezing, Dehydration",Dental issues
Clinical,Cat,Maine Coon,3.3,7.0,,"Weight loss, Diarrhea, Coughing, Anorexia, Pain",Skin conditions history
Clinical,Cat,British Shorthair,8.0,2.6,,"Weight loss, Pain, Weightloss, Weight loss, Coughing",Parasite history
Clinical,Cat,Bengal,0.5,5.7,,"Lethargy, Vomiting, Coughing, Fever, Fever",Chronic illness
Clinical,Dog,Mixed Breed,1.0,8.5,,"Flock Moratality, Fever, Death, Small intestines, Depression",Not vaccinated
Clinical,Cat,Bengal,1.4,5.4,,"Wool is clumped, Feels stiff, Staggering, Skin Rashes, Pains",Not vaccinated
Clinical,Cat,Scottish Fold,10.3,2.5,,"Lethargy, Lethargy, Inability to absorb nutrients, Sneezing, Lethargy",Recent surgery
Clinical,Dog,Yorkshire Terrier,3.1,8.8,,"Sudden Death, Anorexia, Weight loss, Coughing, Lethargy",Chronic illness
Clinical,Dog,German Shepherd,3.1,34.1,,"Sneezing, Coughing, Weight loss, Anorexia, Fever",Allergies
Clinical,Dog,Mixed Breed,11.2,22.7,,"Weight loss, Weakness, Lethargy, Weight loss, Passing of undigested food",Not vaccinated
Clinical,Dog,Yorkshire Terrier,9.4,8.7,,"Vomiting, egg production decreases, Fever, Pain, Anorexia",Vaccinated
Clinical,Dog,Golden Retriever,9.8,28.0,,"Weight loss, Vomiting, Mammary glads, Diarrhea, Fever",Previous heart condition
Clinical,Dog,Rottweiler,2.1,22.9,,"Fever, Difficulty breathing, Coughing, Lethargy, Sneezing",Parasite history
Clinical,Dog,Rottweiler,4.2,41.4,,"Fever, Dyspnea, Coughing, Lethargy, Anorexia",Recent surgery
Clinical,Cat,Mixed Breed,10.7,6.4,,"Skin irritation, Scartching, Lethargy, Hair loss, Excessive grooming",Chronic illness
Clinical,Cat,Maine Coon,4.3,8.8,,"High moratality, Lethargy, Sneezing, Vomiting, high body temperature",Not vaccinated
Clinical,Dog,Poodle,0.5,5.8,,"Wether restless, Stamping And pedding of hind eye, Fever, Weakness, Pain",Parasite history
Clinical,Cat,Sphynx,1.1,5.7,,"Scabbing, Itchiness, Hair tining, Thicked skin, Hair loss",Dental issues
Clinical,Cat,Maine Coon,3.4,6.2,,"Lethargy, Watering of eyes, Weakness, Pain, Swelling",Chronic illness
Clinical,Dog,Boxer,13.1,15.4,,"Facial Swelling, Bloody Drool, Foul Breath, Unable To Eat, Lossened Teeth",Skin conditions history
Clinical,Cat,Scottish Fold,6.6,4.0,,"Coughing, Diarrhea, Pain, Vomiting, Fever",Dental issues
Clinical,Dog,Mixed Breed,8.9,8.1,,"cough , Bad breath, Sneezing, Bleeding from the nose, Pawing at the face or nose",Previous kidney disease
Clinical,Dog,Boxer,14.1,22.4,,"swollen abdomen, Shortness of breath., chirping, loss of appetite, Fatigue",No previous conditions
Clinical,Cat,Maine Coon,16.1,6.9,,"changed gait, Hoarseness, Fever, Pain, Lethargy",Allergies
Clinical,Cat,Ragdoll,7.6,6.8,,"Diarrhea, Lethargy, Weakness, Coughing, Fever",Vaccinated
Clinical,Dog,Bulldog,3.4,30.5,,"Weakness, Kid moratality, Anemia, Emaciation, Diarrhea",Not vaccinated
Clinical,Dog,Golden Retriever,4.9,37.6,,"Lethargy, Diarrhea, Fever, Pain, Wandering",Not vaccinated
Clinical,Dog,Bulldog,9.3,15.0,,"Vomiting, Weight loss, Coughing, Weakness, Anorexia",Recent surgery
Clinical,Cat,Sphynx,5.5,7.0,,"Facial Paralysis, Coughing, Anorexia, Anorexia, Pawing at bedding",Parasite history
Clinical,Cat,Siamese,15.7,3.8,,"loss of appetite, Depression, Paralyzed leg, Weight loss, Anemia",Previous heart condition
Clinical,Dog,Rottweiler,8.7,37.8,,"Lethargy, Pain, Pain, Anorexia, Pain",Recent surgery
Clinical,Cat,Scottish Fold,5.2,5.1,,"Sudden death, Trouble walking, Paralysis, Depression, Convulsion",Chronic illness
Clinical,Cat,Ragdoll,3.4,7.4,,"drooping ears, stumbling, wasting, listlessness, drooling",Previous heart condition
Clinical,Cat,Sphynx,5.3,2.5,,"Sneezing, Vomiting, Diarrhea, Fever, Coughing",Skin conditions history
Clinical,Dog,Boxer,11.8,15.0,,"Weight loss, Lethargy, Lethargy, Diarrhea, changed gait",Allergies
Clinical,Cat,Mixed Breed,2.0,3.9,,"Anorexia, Lethargy, Fever, Watery eye, Pain",Parasite history
Clinical,Dog,German Shepherd,5.8,23.3,,"Hair loss, Dandruff, Darkened skin, Crusting of the skin, Ulcerated skin",Skin conditions history
Clinical,Dog,Boxer,8.6,15.0,,"Anorexia, Pain, Vomiting, Anorexia, Coughing",Previous heart condition
Clinical,Dog,Beagle,5.9,19.5,,"Sneezing, Weight loss, Lethargy, Vomiting, Vomiting",Dental issues
Clinical,Cat,Maine Coon,9.1,8.2,,"Fever, Fever, Coughing, Weakness, Coughing",Previous heart condition
Clinical,Dog,Bulldog,11.0,25.2,,"Fever, Loss of appetite, Ear infection, Depression, Nasal Discharge",Not vaccinated
Clinical,Cat,Sphynx,12.8,4.4,,"Fever, Lethargy, Feather Plucking, Vomiting, Red and inflammation ear",Previous heart condition
Clinical,Cat,Persian,8.7,6.0,,"Difficulty in breathing, Depression, Colic, Anorexia, Cessation of eructation",Not vaccinated
Clinical,Dog,Beagle,7.9,20.6,,"Sneezing, Anorexia, Stealing , Pain, Coughing",Chronic illness
Clinical,Cat,Ragdoll,10.3,6.7,,"Relunctance to walk, Pains, Fever, Dullness, Infected navels",Previous heart condition
Clinical,Dog,Rottweiler,1.7,38.3,,"Short term lethargy, Loss of  appetite, Weekness in the back legs, Rapid Heart Rate, Week pulse",Vaccinated
Clinical,Cat,British Shorthair,14.6,6.0,,"Diarrhea, Abdminal pain, Weakness, Coughing, Pink eye",Parasite history
Clinical,Cat,Bengal,14.3,2.8,,"Tremors, Lying on the side, Difficulty in Swallowing, Death, Not eating",Allergies
Clinical,Cat,British Shorthair,4.8,5.8,,"Overweight, Loss of Appetite, Ruffled feathers, Depression, Diarrhea",Chronic illness
Clinical,Cat,Persian,10.4,6.0,,"Lethargy, Lethargy, Sneezing, Pain, Sneezing",Parasite history
Clinical,Dog,German Shepherd,8.4,30.3,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Chronic illness
Clinical,Dog,Labrador Retriever,8.5,39.2,,"Fever, Loss of appetite, Pains, Depression, loss of appetite",Recent surgery
Clinical,Dog,Beagle,5.1,22.1,,"congestion, Fever, Coughing, Unable to exercise, Weakness",Dental issues
Clinical,Cat,Ragdoll,9.5,6.9,,"Weakness, Diarrhea, Pain, Coughing, Weight loss",Chronic illness
Clinical,Dog,German Shepherd,9.8,45.0,,"Weight loss, Jaundice, Lethargy, Diarrhea, Lethargy",No previous conditions
Clinical,Cat,Maine Coon,7.8,5.5,,"Fever, Diarrhea, Coughing, Consistency of milk, Pain",Parasite history
Clinical,Dog,Bulldog,8.9,26.6,,"Lethargy, Easily damage shell, Lethargy, Anorexia,  abortion at the end of gestation",Skin conditions history
Clinical,Cat,Siamese,1.9,5.0,,"Loss of appetite, Nuerological, Fever, Liver disease, Eyeproblem",Parasite history
Clinical,Dog,Boxer,3.6,22.5,,"Coughing, Coughing, Weakness, Coughing, Coughing",Not vaccinated
Clinical,Cat,Sphynx,3.5,6.6,,"Blindness, Pains, Kicking at the belly, Tremor of head and neck, Exercise in tolerance",Previous kidney disease
Clinical,Dog,Bulldog,11.0,30.0,,"loss of wariness, Pain, Fever, Lethargy, Fever",Not vaccinated
Clinical,Cat,Scottish Fold,6.5,3.6,,"Fever, Tiredness, loss of appetite, Muscle aches, Chest Pain",Vaccinated
Clinical,Cat,Persian,7.3,4.4,,"mild weakness, Dehydration, drooping ears, Pain, frequent yawning",Skin conditions history
Clinical,Cat,Ragdoll,8.4,6.0,,"Wether restless, Kicking, Normal appetite, Attempt to urinate, Pains",Not vaccinated
Clinical,Dog,Poodle,2.4,3.9,,"Fleece become thin, Pains, Loss of wool, Death, Sheep often bites",No previous conditions
Clinical,Cat,Mixed Breed,12.6,4.7,,"Lethargy, Frequent eye Infections, Anorexia, Vomiting, Hind quarted soil",Parasite history
Clinical,Dog,Mixed Breed,4.0,35.6,,"Anorexia, Pain, Weakness, Fever, Diarrhea",No previous conditions
Clinical,Cat,Persian,5.4,5.6,,"Sickness, Diarrhea, Weight loss, Nausea, Dehydration",Parasite history
Clinical,Dog,Rottweiler,14.4,45.0,,"loss of alertness, Bleeding from other parts of the body,  dizziness and fainting, Nasal discharge, confusion",Chronic illness
Clinical,Cat,Scottish Fold,10.7,6.2,,"Vomiting, trembling, Fever, Dyspnea, Pain",Previous heart condition
Clinical,Dog,Boxer,9.9,25.1,,"Weakness, Facial edema, Upset stomach, Sneezing, Weight loss",Previous heart condition
Clinical,Dog,Poodle,2.7,3.6,,"Sheep often bites, Fleece become thin, Loss of wool, Death, Pains",No previous conditions
Clinical,Cat,Persian,7.7,4.1,,"Lethargy, Fever, Diarrhea, Pain, Anorexia",Not vaccinated
Clinical,Cat,Ragdoll,3.3,7.5,,"Lethargy, Coughing, Anorexia, Anorexia, Anorexia",Parasite history
Clinical,Cat,Sphynx,1.2,3.0,,"Drooping wings, Depression, Nasal Discharge, Coughing, Greenish diarrhea",Chronic illness
Clinical,Dog,Beagle,3.9,29.3,,"Sneezing, Coughing, Sneezing, Sneezing, Muscle Trembling",Parasite history
Clinical,Cat,Persian,8.1,5.7,,"Dyspnea, Sneezing, Coughing, Difficulty in breathing, Infection",Recent surgery
Clinical,Cat,Sphynx,5.7,6.5,,"Anorexia, Pain, Shaking oh head, Gums, Diarrhea",Skin conditions history
Clinical,Cat,Ragdoll,8.1,7.8,,"Fever, Succumb, Sluggish, Anorexia, Pains",Parasite history
Clinical,Cat,Maine Coon,12.7,6.4,,"Short stature, Anorexia, Swelling on theBody, Vomiting, Lack of walking",Recent surgery
Clinical,Dog,Mixed Breed,2.6,12.7,,"Barren ewes, Abortion, Poor conformation, Hairy Fleeces, Weight loss",Skin conditions history
Clinical,Dog,Mixed Breed,7.8,21.0,,"Nervous, Scabs on lip, Vomiting, Weakness, Sneezing",Skin conditions history
Clinical,Dog,Beagle,12.6,30.7,,"Watering, No appp, Vomiting, Lethargy, Dehydration",No previous conditions
Clinical,Cat,Scottish Fold,15.5,2.8,,"Attack, Bite other animals, Depression, Fever, Pain",Not vaccinated
Clinical,Dog,Poodle,13.9,7.1,,"Sneezing, Shortness of breath, Lethargy, Diarrhea, Vomiting",Parasite history
Clinical,Dog,German Shepherd,0.9,44.4,,"Diarrhea, Sneezing, Weight loss, Weight loss, Pain",Previous heart condition
Clinical,Dog,Boxer,6.7,23.5,,"Severe, Diarrhea, Blood on faces, Appetite, Milk reduce",Chronic illness
Clinical,Cat,Sphynx,3.8,6.0,,"Kicking at the belly, Blindness, Tremor of head and neck, Exercise in tolerance, Pains",Previous kidney disease
Clinical,Dog,Mixed Breed,2.4,17.8,,"Coughing , panting, facial swelling,, Production of mucus, Fatigue",Skin conditions history
Clinical,Cat,Bengal,4.1,6.0,,"Lethargy, Vomiting, Pain, Weight loss, Change in gait",Previous heart condition
Clinical,Dog,Rottweiler,1.2,27.2,,"Upset stomach, Diarrhea, Vomiting, Muscle pain, Muscle stiffness",Chronic illness
Clinical,Cat,Scottish Fold,13.6,5.8,,"Fatique, Weight loss, Diarrhea, Fever, Urine infection",Dental issues
Clinical,Cat,Scottish Fold,10.5,6.5,,"Weakness, Weakness, Weight loss, Lethargy, Diarrhea",Dental issues
Clinical,Cat,Ragdoll,1.3,5.9,,"Diarrhea, Bloody Drool, Weight loss, Coughing, Coughing",Parasite history
Clinical,Dog,Boxer,14.1,26.7,,"burning ache or pain, vomiting, loss of appetite, experiencing changes in weight,  pain and bloating",Skin conditions history
Clinical,Cat,Ragdoll,16.9,9.4,,"Facial edema, Death, Pain, Skin rashes, Diarrhea",Previous heart condition
Clinical,Cat,Persian,14.0,5.0,,"Fever, Fever, Sneezing, Fever, Fever",Dental issues
Clinical,Dog,Poodle,9.7,5.7,,"Anorexia, Lethargy, Diarrhea, Fever, Pox lession on skin",Not vaccinated
Clinical,Dog,Bulldog,8.9,15.5,,"Fever, Death, Coughing, Dyspnea, Anorexia",Allergies
Clinical,Cat,Sphynx,8.9,5.0,,"Lethargy, Weakness, Pain, Sneezing, Weight loss",Recent surgery
Clinical,Cat,Sphynx,1.4,7.8,,"Pain, Weakness, Anorexia, Pain, Pain",Recent surgery
Clinical,Cat,Bengal,6.9,6.1,,"Vomiting, Abdonormal pain, Weight loss, Hepatic failure, General malaise",Recent surgery
Clinical,Dog,German Shepherd,12.1,28.0,,"Blood from mouth, Strange behaviour, gurgling sound, Coughing, abnormalalities",Dental issues
Clinical,Cat,Siamese,18.0,7.2,,"Isolation from flock, Pain, Vomiting, Weight loss, Vomiting",Vaccinated
Clinical,Dog,Yorkshire Terrier,0.5,5.0,,"Weight loss, Dark colored bloody, Vomiting, Fever, Coughing",No previous conditions
Clinical,Cat,Persian,15.5,2.5,,"Occular discharge, Respiratory distress, Mouth lesion, Nasal Discharge, Fever",Previous heart condition
Clinical,Cat,Persian,10.2,5.3,,"Weakness, Weakness, Anorexia, Immediate death, Pain",No previous conditions
Clinical,Cat,Maine Coon,5.2,7.1,,"tiredness, Weight loss, Sneezing, Anorexia, Weakness",Dental issues
Clinical,Cat,Ragdoll,3.8,6.3,,"Hemolytic anemia, congestion, Jaundice, Sweats, Fever",Skin conditions history
Clinical,Dog,German Shepherd,5.2,37.7,,"Weight loss, Yellow Eye, Weakness, Vomiting, Facial muscle twitching",Recent surgery
Clinical,Dog,Poodle,6.2,6.1,,"Fever, Tiredness, Headache, Skin rashes, Pain",No previous conditions
Clinical,Cat,Mixed Breed,10.8,4.8,,"Coughing, Fever, Weightloss, Dyspnea, Lethargy",Recent surgery
Clinical,Dog,Rottweiler,7.7,39.5,,"Thickening of skin, Weakness, Weight loss, Diarrhea, Unsteady Gait",Not vaccinated
Clinical,Dog,Yorkshire Terrier,12.7,4.5,,"Abdminal pain, Indigestion, Nausea, Constipation, Diarrhea",Recent surgery
Clinical,Cat,Persian,12.2,4.1,,"Vomiting, Sneezing, Vomiting, Fever, Swelling on jaw",Not vaccinated
Clinical,Dog,Bulldog,10.9,29.4,,"Fever, Diarrhea, Abdominal pain, Stiffness, Severe weekness and depression",Dental issues
Clinical,Cat,Bengal,8.5,7.4,,"Bald patches, Hair loss, Crusty, Flaky, Red lesion from bald patches",Vaccinated
Clinical,Cat,Mixed Breed,2.8,5.5,,"Fever, Eye ulcer, Congestion, Depression, Pink eye",Skin conditions history
Clinical,Dog,Beagle,2.9,19.5,,"Distended chest, Coughing, Allergic Reaction, Poor appetite, Weight loss",Vaccinated
Clinical,Dog,Boxer,13.6,27.8,,"Diarrhea, Bleeding in eye and skin, Lethargy, Vomiting, Blood in urine",Not vaccinated
Clinical,Dog,Beagle,3.4,15.9,,"Swollen, Bloody discharge, Itches, Tenderness, Testical Pain",Skin conditions history
Clinical,Cat,Sphynx,3.6,5.6,,"Watery Eyes, Eye closed, Weight loss, Sneezing, Nervous Issue",No previous conditions
Clinical,Cat,Mixed Breed,6.3,4.9,,"Vomiting, Weakness, Sneezing, Anorexia, Pain",Previous heart condition
Clinical,Dog,Boxer,13.8,25.7,,"Blood in urine, Diarrhea, Vomiting, Lethargy, Bleeding in eye and skin",Not vaccinated
Clinical,Dog,Mixed Breed,13.4,12.4,,"Dirty, Tail shaking, Dullness, Foul Smelling, Stained Wool",Vaccinated
Clinical,Cat,Bengal,14.4,2.7,,"Fever, Lethargy, Limp, Swelling  in the bite area, Pain",Allergies
Clinical,Dog,Golden Retriever,9.5,31.7,,"Vomiting, Vomiting, Diarrhea, Weight loss, Coughing",Previous heart condition
Clinical,Dog,Yorkshire Terrier,6.7,8.6,,"Weight loss, Lethargy, Vomiting, Coughing, Lethargy",Not vaccinated
Clinical,Cat,Bengal,3.2,4.9,,"Pain, Sneezing, Anorexia, Fever, Pain",Not vaccinated
Clinical,Dog,Boxer,2.0,26.6,,"Bleeding from other parts of the body, confusion, Nasal discharge, loss of alertness,  dizziness and fainting",Parasite history
Clinical,Cat,British Shorthair,16.0,3.9,,"Swollen, Pain, Weight loss, Weight loss, Weight loss",Previous kidney disease
Clinical,Cat,Mixed Breed,17.5,2.8,,"Vomiting, Vomiting, Vomiting, Warm, Red on affected area",No previous conditions
Clinical,Dog,Mixed Breed,12.6,15.8,,"Blood on faces, Diarrhea, Appetite, Milk reduce, Severe",Parasite history
Clinical,Dog,Mixed Breed,14.7,20.9,,"Vomiting, Fever, Pain, Vomiting, Lethargy",Not vaccinated
Clinical,Cat,Sphynx,17.7,7.7,,"Coughing, Vomiting, Pain, Weakness, Anorexia",Skin conditions history
Clinical,Cat,Bengal,2.1,3.8,,"Bloody, morbidity, Gastritis, Mortality, Anemia",Dental issues
Clinical,Dog,Boxer,7.9,30.0,,"Pain, Lethargy, Sneezing, Vomiting, Weakness",Parasite history
Clinical,Dog,Yorkshire Terrier,5.6,3.0,,"Sneezing, Blood Poisioning , Vomiting, Anorexia, Fever",Previous kidney disease
Clinical,Cat,Maine Coon,6.2,6.5,,"outstretched neck, dull ness, inappetence, noisy breathing, coughing",Previous heart condition
Clinical,Dog,Yorkshire Terrier,8.5,7.0,,"Blood in urine, Vomiting, Lethargy, Lethargy, Weakness",No previous conditions
Clinical,Cat,Persian,2.2,5.7,,"Sneezing, Sneezing, Weight loss, Diarrhea, Fever",Allergies
Clinical,Dog,Labrador Retriever,8.2,26.2,,"Weight loss, Weakness, Sneezing, Weakness, Asymptomatic",Allergies
Clinical,Cat,Maine Coon,12.7,8.3,,"Weakness, Lethargy, Folded Ears, Coughing, Coughing",Allergies
Clinical,Cat,Siamese,9.3,2.5,,"Anorexia, Anorexia, Weakness, Vomiting, Fever",Chronic illness
Clinical,Dog,Yorkshire Terrier,1.0,10.4,,"Nasal Discharge, Painfull, Swelling on leg, Poor Appetite, Broken Bones",Previous heart condition
Clinical,Dog,Golden Retriever,7.8,37.9,,"stop eating, stop drinking, change their normal behaviour, Depression, Pains",Parasite history
Clinical,Dog,German Shepherd,10.7,33.8,,"Weakness, Dehydration, Coughing, Diarrhea, Pain",Previous heart condition
Clinical,Dog,Yorkshire Terrier,3.0,9.6,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Skin conditions history
Clinical,Cat,Maine Coon,0.7,6.8,,"Fever, Anorexia, Dyspnea, weakness, Coughing",Dental issues
Clinical,Cat,Maine Coon,5.1,8.8,,"Watering of eyes, Redness of white of the eye, Swelling of eyelid, Cornea become cloudy, Tear production",Skin conditions history
Clinical,Cat,Scottish Fold,2.8,6.0,,"Swollen kidney, Muscle aches, Hematuria, Tiredness, Fever",Skin conditions history
Clinical,Cat,Persian,12.6,5.8,,"Sneezing, Weakness, Pain, Weight loss, Anorexia",Chronic illness
Clinical,Cat,Siamese,0.8,2.5,,"Anorexia, Vomiting, Fever, Sneezing, Pain",Parasite history
Clinical,Cat,Sphynx,10.8,2.7,,"Labored breathing, Neck paralysis, Diarrhea, Weakness, ruffled feathers",Vaccinated
Clinical,Cat,Ragdoll,5.4,6.7,,"Fever, Diarrhea, Pot belly, Death, Loss of appettite",Skin conditions history
Clinical,Dog,Bulldog,1.2,29.7,,"Sheep often bites, Fleece become thin, Loss of wool, Death, Pains",Parasite history
Clinical,Dog,Beagle,13.9,25.2,,"Reduce Lamp marking, Pain, Edematous, high body temperaure, Weakness",No previous conditions
Clinical,Cat,Sphynx,14.3,2.7,,"outstretched neck, dull ness, inappetence, noisy breathing, coughing",Parasite history
Clinical,Dog,Labrador Retriever,2.7,29.8,,"Radip onset, Stiff, Muscle Trembling, Weakness, Death",Chronic illness
Clinical,Cat,British Shorthair,14.1,6.2,,"Relunctance to move, Depression, Salivation, Fever, Nasal Discharge",Previous heart condition
Clinical,Cat,Siamese,4.1,3.7,,"wasting, stumbling, listlessness, drooling, urination problem",Parasite history
Clinical,Cat,Ragdoll,10.3,5.7,,"Coughing, Wheezing, Rapid Breathing, Effort to breath, Swallowing",No previous conditions
Clinical,Dog,Labrador Retriever,5.9,40.2,,"Weight loss, Coughing, Diarrhea, Weight loss, Weight loss",Chronic illness
Clinical,Cat,Scottish Fold,4.5,5.4,,"Sudden death, Trouble walking, Paralysis, Depression, Convulsion",Chronic illness
Clinical,Dog,Rottweiler,8.5,25.0,,"Pain, Vomiting, Painfull to touch, Difficult in respiration, Weight loss",Not vaccinated
Clinical,Dog,Golden Retriever,10.1,25.0,,"Fever, Milk getting out more watery, Convulsion, Lethargy, Foul Smelling",Previous kidney disease
Clinical,Cat,Mixed Breed,3.6,5.9,,"Weight loss, Diarrhea, Diarrhea, Diarrhea, Pain",Previous kidney disease
Clinical,Dog,Golden Retriever,1.8,38.1,,"Immediate death, Dysentery, Fever, Swelling, Pain",No previous conditions
Clinical,Dog,Beagle,9.1,26.0,,"Vomiting, Sneezing, Fever, Pawing at bedding, Lethargy",Vaccinated
Clinical,Dog,Beagle,6.1,18.1,,"Lethargy, Semen Examination, Appetite, Pain, Vomiting",Skin conditions history
Clinical,Dog,Bulldog,15.0,20.8,,"Sneezing, Weight loss, Anorexia, Fever, Weakness",Chronic illness
Clinical,Dog,Golden Retriever,0.7,26.2,,"sudden death, high temperature, rapid pulse and heart rates, Depression, trembling",Previous kidney disease
Clinical,Cat,Maine Coon,7.9,8.3,,"Ruffled Appearance, Loss of Appetite, Vomiting, Green Dropping, Nasal Discharge",Allergies
Clinical,Dog,Bulldog,14.7,28.0,,"Sores on lip, Infection, Sores on lower leg and teats, Lesion, Pain",Dental issues
Clinical,Cat,Mixed Breed,11.1,4.4,,"Fever, Dyspnea, Coughing, Lethargy, Weightloss",Recent surgery
Clinical,Dog,Golden Retriever,11.6,26.9,,"Diarrhea, Sneezing, Diarrhea, Weight loss, Pain",No previous conditions
Clinical,Cat,Siamese,3.8,4.8,,"Diarrhea, Vomiting, Weakness, Anorexia, Vomiting",Vaccinated
Clinical,Dog,Rottweiler,10.1,45.0,,"Respiratory infection, Muscle twiching, Diarrhea, Pain, Weightloss",Parasite history
Clinical,Dog,Labrador Retriever,3.3,45.0,,"Diarrhea, Lethargy, Weakness, Tail Wagging, Straining",Allergies
